"ID";"class";"PE";"G";"PS";"TE"
1355;68;4;0;4.6;20
1356;68;6;0;4.7;20
1357;68;5;1;5.5;20
1358;68;3;1;5.7;20
1359;68;4;0;4.7;20
1360;68;4;0;5.2;20
1361;68;4;0;4;20
1362;69;5;0;5;24
1363;69;5;1;5.4;24
1364;69;4;0;5.3;24
1365;69;3;1;6.6;24
1366;69;6;0;5.9;24
1367;69;5;0;4.1;24
1368;69;3;0;5.6;24
1369;69;5;1;5.9;24
1370;69;4;0;4.7;24
1371;69;5;1;6.2;24
1372;69;3;0;4.7;24
1373;69;3;0;4.9;24
1374;69;4;0;5.3;24
1375;69;5;1;6.6;24
1376;69;5;0;5.1;24
1377;69;5;1;7.5;24
1378;69;5;1;7.1;24
1379;69;6;1;7.1;24
1380;70;4;1;4.9;22
1381;70;4;1;4.1;22
1382;70;6;1;5;22
1383;70;4;1;4.2;22
1384;70;5;1;6.5;22
1385;70;4;1;7.4;22
1386;70;5;0;5;22
1387;70;6;0;6.1;22
1388;70;3;0;4.4;22
1389;70;4;1;5.6;22
1390;70;6;0;4.9;22
1391;70;7;0;5.3;22
1392;70;5;0;3.1;22
1393;70;5;0;4.3;22
1394;70;5;1;5.8;22
1395;70;4;0;3.1;22
1396;70;4;1;5.5;22
1397;70;5;1;5.8;22
1398;70;7;0;4.9;22
1399;70;1;0;2.9;22
1400;70;3;0;4.1;22
1401;71;3;0;3;18
1402;71;5;0;5.1;18
1403;71;3;0;3.6;18
1404;71;4;1;4;18
1405;71;7;0;4.9;18
1406;71;4;0;3.9;18
1407;71;7;1;4.4;18
1408;71;6;1;6.9;18
1409;71;4;0;2.8;18
1410;71;5;1;5.5;18
1411;71;4;0;3.7;18
1412;71;6;1;5.6;18
1413;71;5;1;5.2;18
1414;71;4;0;2.6;18
1415;71;5;1;5.3;18
1416;71;4;1;4;18
1417;71;3;0;3.9;18
1418;71;3;0;1.7;18
1419;71;3;1;5.8;18
1420;71;4;1;4.8;18
1421;71;5;1;6;18
1422;71;3;1;4.9;18
1423;72;5;0;5.3;19
1424;72;4;0;6.3;19
1425;72;6;0;5.9;19
1426;72;5;0;5.5;19
1427;72;5;0;5.6;19
1428;72;5;0;4.4;19
1429;72;6;1;7.3;19
1430;72;7;1;8.4;19
1431;72;5;0;4.9;19
1432;72;5;0;4.8;19
1433;72;6;0;5.7;19
1434;72;4;0;6;19
1435;72;4;1;6.1;19
1436;72;4;0;6.1;19
1437;72;6;0;6.7;19
1438;72;4;0;4.5;19
1439;72;5;0;6.5;19
1440;72;5;0;5.9;19
1441;72;4;1;6.9;19
1442;72;6;0;4;19
1443;72;5;0;5.8;19
1444;73;3;1;4.7;14
1445;73;6;1;6.2;14
1446;73;5;1;6.7;14
1447;73;5;1;5.4;14
1448;73;6;0;5;14
1449;73;5;0;4.2;14
1450;73;6;0;5.3;14
1451;73;5;1;4.4;14
1452;73;5;1;6.2;14
1453;73;4;0;3.8;14
1454;73;6;1;6.3;14
1455;73;4;1;4.5;14
1456;73;5;0;5.6;14
1457;73;4;0;3.3;14
1458;73;6;0;5.2;14
1459;73;3;0;4.1;14
1460;73;5;0;5.1;14
1461;73;5;1;6.3;14
1462;73;6;1;6.8;14
1463;73;4;0;4;14
1464;74;6;1;6.9;17
1465;74;5;0;4.8;17
1466;74;5;1;5.7;17
1467;74;5;0;4.7;17
1468;74;6;0;5.1;17
1469;74;5;1;5.3;17
1470;74;5;0;3.3;17
1471;74;7;0;6.6;17
1472;74;5;0;4.7;17
1473;74;6;0;4.2;17
1474;74;5;0;5.9;17
1475;74;6;1;4.6;17
1476;74;5;1;6.4;17
1477;74;5;0;3.8;17
1478;74;3;1;4.3;17
1479;74;5;1;5.6;17
1480;74;4;0;4.4;17
1481;75;4;1;5.4;21
1482;75;6;1;8.1;21
1483;75;4;1;6;21
1484;75;5;1;7.5;21
1485;75;6;1;5.8;21
1486;75;4;1;7.5;21
1487;75;3;1;7.5;21
1488;75;6;1;6.4;21
1489;75;4;1;5.7;21
1490;75;5;1;6.5;21
1491;75;3;1;6.8;21
1492;75;5;1;5.8;21
1493;75;6;1;7.1;21
1494;75;6;1;6.4;21
1495;75;5;1;7.9;21
1496;75;5;1;8.1;21
1497;75;5;1;6.6;21
1498;76;6;0;4;16
1499;76;5;1;4.5;16
1500;76;5;0;3.5;16
1501;76;5;1;5.2;16
1502;76;6;1;5.5;16
1503;76;5;0;5;16
1504;76;6;0;5.1;16
1505;76;3;1;3.8;16
1506;76;5;1;6;16
1507;76;5;0;4;16
1508;76;5;0;3.2;16
1509;76;5;1;6.1;16
1510;76;5;0;4.5;16
1511;76;4;0;3.6;16
1512;76;5;0;5.2;16
1513;76;5;1;4.8;16
1514;76;4;1;3.9;16
1515;76;4;0;4.4;16
1516;77;8;0;6;3
1517;77;7;1;5.3;3
1518;77;6;1;5.5;3
1519;77;7;1;6.1;3
1520;77;7;1;6.2;3
1521;77;5;0;2.9;3
1522;77;6;1;5.6;3
1523;77;5;0;4.3;3
1524;77;7;1;6.5;3
1525;77;6;0;4;3
1526;77;5;0;3;3
1527;77;6;0;4.5;3
1528;77;7;0;3.9;3
1529;77;7;0;3.8;3
1530;77;5;0;2.5;3
1531;77;6;0;3.2;3
1532;77;6;1;4.3;3
1533;77;7;1;6.7;3
1534;77;7;0;4.5;3
1535;78;5;0;3.7;23
1536;78;6;1;5.4;23
1537;78;4;1;5.6;23
1538;78;7;0;5.6;23
1539;78;5;0;3.8;23
1540;78;5;1;6.4;23
1541;78;6;0;4.4;23
1542;78;6;1;7.1;23
1543;78;5;0;4.1;23
1544;78;3;0;3.9;23
1545;78;4;0;3.9;23
1546;78;6;0;5.3;23
1547;78;3;1;5.2;23
1548;78;7;1;5.4;23
1549;78;6;0;5.3;23
1550;78;4;0;3.7;23
1551;78;3;1;4.9;23
1552;78;7;1;6;23
1553;79;6;1;6.7;15
1554;79;6;0;5;15
1555;79;6;0;4;15
1556;79;4;0;4.7;15
1557;79;7;1;7.4;15
1558;79;4;0;4;15
1559;79;5;0;3.5;15
1560;79;5;0;4.9;15
1561;79;3;0;3.2;15
1562;79;5;1;6.3;15
1563;79;6;1;6.6;15
1564;79;6;1;5.5;15
1565;79;5;1;5.9;15
1566;79;5;0;4.8;15
1567;79;6;1;7.4;15
1568;79;4;0;4.2;15
1569;79;5;0;5.5;15
1570;79;6;0;5.9;15
1571;79;5;0;4;15
1572;79;6;0;4.3;15
1573;80;4;0;4.2;23
1574;80;4;1;5.2;23
1575;80;4;0;2.7;23
1576;80;5;1;5.8;23
1577;80;5;0;4.7;23
1578;80;6;0;2;23
1579;80;4;0;4.5;23
1580;80;4;1;5.4;23
1581;80;6;1;5.4;23
1582;80;5;0;3.5;23
1583;80;6;0;5.3;23
1584;80;5;0;2.8;23
1585;80;5;1;5.3;23
1586;80;5;1;4.6;23
1587;80;6;0;3.8;23
1588;80;5;0;3.6;23
1589;80;2;0;3.7;23
1590;80;4;1;4.6;23
1591;80;6;1;3.7;23
1592;80;4;1;5.6;23
1593;81;4;0;2.4;8
1594;81;6;0;4.6;8
1595;81;6;0;3.9;8
1596;81;6;1;4.8;8
1597;81;6;1;6;8
1598;81;5;1;3.7;8
1599;81;5;0;4.1;8
1600;81;5;1;4.5;8
1601;81;6;1;4.8;8
1602;81;4;0;3.3;8
1603;81;7;0;3.9;8
1604;81;5;1;5.2;8
1605;81;6;0;4.9;8
1606;81;7;1;6;8
1607;81;5;0;2.7;8
1608;81;4;0;2.7;8
1609;81;6;0;4.4;8
1610;81;5;1;4.6;8
1611;81;6;1;5.3;8
1612;81;5;0;4.1;8
1613;81;7;0;4.5;8
1614;82;4;0;1.4;8
1615;82;5;0;2.8;8
1616;82;6;0;2.5;8
1617;82;9;0;4.2;8
1618;82;5;0;3.1;8
1619;82;5;0;1.1;8
1620;82;7;0;4.2;8
1621;82;6;0;2.4;8
1622;82;5;0;0;8
1623;82;5;0;2.5;8
1624;82;5;0;1.7;8
1625;82;5;0;1.9;8
1626;82;4;0;0.9;8
1627;82;6;0;1.8;8
1628;82;6;0;3.6;8
1629;82;5;0;3.7;8
1630;82;6;0;4;8
1631;82;6;0;4.3;8
1632;82;6;0;1.3;8
1633;82;5;0;3.2;8
1634;82;7;0;3.9;8
1635;83;4;0;5.7;24
1636;83;6;0;6.3;24
1637;83;5;1;6.1;24
1638;83;6;1;5.7;24
1639;83;7;1;7;24
1640;83;5;0;5.4;24
1641;83;7;1;7.6;24
1642;83;3;1;6.4;24
1643;83;5;1;5.9;24
1644;83;5;0;4.5;24
1645;83;4;1;6;24
1646;83;6;1;7.1;24
1647;83;5;1;6.2;24
1648;83;4;1;6.7;24
1649;83;4;0;5;24
1650;83;6;1;7.6;24
1651;83;7;0;5.3;24
1652;83;5;0;5.9;24
1653;84;5;1;5.6;22
1654;84;4;0;4.9;22
1655;84;5;1;7.1;22
1656;84;5;1;8.1;22
1657;84;6;0;6.2;22
1658;84;6;0;6.6;22
1659;84;3;1;6.4;22
1660;84;5;0;5;22
1661;84;5;0;5.6;22
1662;84;5;1;7.5;22
1663;84;6;1;6.5;22
1664;84;5;0;5.6;22
1665;84;4;0;5.3;22
1666;84;5;0;7.3;22
1667;84;5;1;6.6;22
1668;84;5;1;6.2;22
1669;84;4;0;5.8;22
1670;84;5;1;7.6;22
1671;84;4;1;7.1;22
1672;84;4;1;6.6;22
1673;84;3;0;4.3;22
1674;85;7;1;6.8;16
1675;85;3;1;6;16
1676;85;6;1;5.1;16
1677;85;5;1;7.8;16
1678;85;6;1;7.8;16
1679;85;6;1;5.5;16
1680;85;4;1;6.8;16
1681;85;5;1;5.2;16
1682;85;4;1;6.4;16
1683;85;5;1;7.7;16
1684;85;7;1;6.6;16
1685;85;5;1;4.7;16
1686;85;5;1;6.5;16
1687;85;6;1;7.1;16
1688;85;4;1;6.3;16
1689;85;5;1;7;16
1690;85;5;1;5.4;16
1691;85;5;1;6.1;16
1692;85;4;1;6.5;16
1693;85;4;1;6;16
1694;85;7;1;7.4;16
1695;85;4;1;6.7;16
1696;86;4;0;2.4;4
1697;86;6;1;5.6;4
1698;86;7;0;4.7;4
1699;86;7;0;4.3;4
1700;86;6;1;4.1;4
1701;86;6;1;4.6;4
1702;86;7;1;4.6;4
1703;86;7;0;3.2;4
1704;86;7;0;2.2;4
1705;86;6;0;3;4
1706;86;6;0;4.3;4
1707;86;5;0;2.9;4
1708;86;7;1;5.6;4
1709;86;5;0;2.9;4
1710;86;6;1;4.3;4
1711;86;7;1;5.2;4
1712;86;8;1;6.2;4
1713;86;4;1;3.5;4
1714;86;6;0;3.7;4
1715;86;4;0;2.9;4
1716;86;4;0;2;4
1717;86;7;1;5;4
1718;87;7;0;2.9;2
1719;87;7;1;6.1;2
1720;87;8;1;7;2
1721;87;10;1;7.3;2
1722;87;8;1;6.2;2
1723;87;8;0;6.1;2
1724;87;6;1;5.4;2
1725;87;9;1;6.9;2
1726;87;8;0;4.1;2
1727;87;8;1;6.1;2
1728;87;5;0;2;2
1729;87;6;0;3.5;2
1730;87;9;1;7.1;2
1731;87;8;1;6.4;2
1732;87;8;1;5.9;2
1733;87;7;0;5.5;2
1734;87;10;0;5.6;2
1735;87;9;1;7.7;2
1736;87;8;0;4.6;2
1737;87;9;0;4.4;2
1738;87;8;1;6.4;2
1739;88;6;1;5.5;13
1740;88;4;0;3.8;13
1741;88;6;1;6;13
1742;88;5;1;5.9;13
1743;88;5;1;5.7;13
1744;88;4;1;3.3;13
1745;88;5;1;5.1;13
1746;88;4;0;2.7;13
1747;88;6;0;4.7;13
1748;88;5;0;4.4;13
1749;88;6;1;6.4;13
1750;88;4;1;4.3;13
1751;88;4;0;3.3;13
1752;88;7;0;3.1;13
1753;88;4;0;2.5;13
1754;88;3;1;5.3;13
1755;88;5;1;6.2;13
1756;88;5;0;4.6;13
1757;88;5;0;5;13
1758;88;7;1;6.1;13
1759;88;4;0;4;13
1760;88;4;0;3.6;13
1761;88;4;0;3.3;13
1762;89;4;1;4.5;13
1763;89;7;1;5.8;13
1764;89;5;1;5.7;13
1765;89;5;0;5;13
1766;89;6;1;5.5;13
1767;89;5;1;6.9;13
1768;89;5;1;5.7;13
1769;89;5;1;6.2;13
1770;89;4;0;4;13
1771;89;5;0;3.4;13
1772;89;7;1;6.8;13
1773;89;6;1;6;13
1774;89;6;0;5.4;13
1775;89;4;0;2;13
1776;89;5;0;3.2;13
1777;89;5;0;4.9;13
1778;89;5;1;5.2;13
1779;89;6;0;4.1;13
1780;90;7;1;6.5;3
1781;90;6;0;4.2;3
1782;90;7;0;5.4;3
1783;90;7;0;4.9;3
1784;90;5;1;4.1;3
1785;90;7;0;5.1;3
1786;90;9;1;7.1;3
1787;90;6;0;3.8;3
1788;90;7;1;5;3
1789;90;7;1;6.3;3
1790;90;7;0;4.9;3
1791;90;8;1;5.9;3
1792;90;8;1;6.2;3
1793;90;8;1;5.2;3
1794;90;7;1;6.2;3
1795;90;9;1;7.7;3
1796;90;8;1;6.5;3
1797;90;7;1;4.9;3
1798;90;8;0;5.1;3
1799;90;6;1;5;3
1800;90;7;1;5.7;3
1801;90;6;0;5.3;3
1802;90;8;0;5.6;3
1803;91;7;0;4.6;16
1804;91;4;1;5;16
1805;91;3;1;5.7;16
1806;91;5;0;4;16
1807;91;5;1;4.9;16
1808;91;4;0;4;16
1809;91;7;1;7.7;16
1810;91;4;0;3.8;16
1811;91;5;0;6.1;16
1812;91;5;0;4;16
1813;91;6;1;5.9;16
1814;91;5;1;5.1;16
1815;91;4;0;3.5;16
1816;91;7;1;7.1;16
1817;91;4;1;5.2;16
1818;91;5;0;4.8;16
1819;91;7;0;4.2;16
1820;91;7;1;5.4;16
1821;92;4;0;4.4;16
1822;92;4;0;4.2;16
1823;92;4;0;3;16
1824;92;4;0;4;16
1825;92;4;1;3.8;16
1826;92;6;1;4.8;16
1827;92;4;0;4;16
1828;92;5;0;5;16
1829;92;4;0;2.1;16
1830;92;3;0;3.4;16
1831;92;5;1;5.2;16
1832;92;6;0;4.8;16
1833;92;3;0;3.8;16
1834;92;4;1;5.9;16
1835;92;4;0;3.5;16
1836;92;5;0;4;16
1837;92;4;0;2.8;16
1838;93;5;1;5.2;10
1839;93;7;1;5.7;10
1840;93;4;1;5.1;10
1841;93;5;0;4.5;10
1842;93;6;0;4.4;10
1843;93;5;1;5.9;10
1844;93;7;0;6.6;10
1845;93;5;0;3;10
1846;93;5;0;4;10
1847;93;5;1;4.3;10
1848;93;6;0;4.2;10
1849;93;6;0;5.2;10
1850;93;5;0;3.3;10
1851;93;7;1;5.6;10
1852;93;6;1;6.1;10
1853;93;3;0;2.8;10
1854;93;5;1;4.4;10
1855;93;5;0;3.4;10
1856;93;4;0;3.6;10
1857;93;5;0;4.4;10
1858;94;5;0;4;21
1859;94;5;0;5.6;21
1860;94;4;1;6;21
1861;94;5;1;6.6;21
1862;94;6;0;6.3;21
1863;94;6;1;5.7;21
1864;94;6;1;6.1;21
1865;94;6;1;5.3;21
1866;94;5;1;5.7;21
1867;94;5;0;4.9;21
1868;94;2;0;4.1;21
1869;94;5;0;4;21
1870;94;7;1;6;21
1871;94;3;0;3.9;21
1872;94;4;0;4.7;21
1873;94;4;1;7.2;21
1874;95;5;0;4.4;15
1875;95;5;1;4.9;15
1876;95;3;0;4.1;15
1877;95;7;0;5;15
1878;95;5;0;4.1;15
1879;95;3;1;4.9;15
1880;95;5;0;3.1;15
1881;95;4;0;4.1;15
1882;95;5;1;5.1;15
1883;95;5;0;5.3;15
1884;95;6;0;4.5;15
1885;95;6;1;5.7;15
1886;95;6;1;7.5;15
1887;95;4;1;5.3;15
1888;95;5;1;6.3;15
1889;95;5;1;5.8;15
1890;95;5;1;5.9;15
1891;95;6;0;4.9;15
1892;95;7;0;3.9;15
1893;95;5;1;5.4;15
1894;95;4;0;4.3;15
1895;96;6;1;6.1;13
1896;96;5;1;6.7;13
1897;96;6;0;3.9;13
1898;96;6;0;5;13
1899;96;5;0;6.4;13
1900;96;6;1;7;13
1901;96;6;0;4.5;13
1902;96;6;0;4.6;13
1903;96;4;0;4.4;13
1904;96;4;1;4.9;13
1905;96;5;1;7.4;13
1906;96;4;1;4.9;13
1907;96;8;0;7.1;13
1908;96;5;0;5.4;13
1909;96;5;1;5;13
1910;96;6;1;6;13
1911;96;4;1;5;13
1912;96;3;0;3.2;13
1913;96;5;0;4.7;13
1914;96;4;0;4;13
1915;96;5;1;7.2;13
1916;97;5;0;4.2;9
1917;97;7;0;4.3;9
1918;97;5;0;2.5;9
1919;97;3;0;2.1;9
1920;97;4;0;2.8;9
1921;97;5;0;3.4;9
1922;97;5;0;3.4;9
1923;97;4;0;2.9;9
1924;97;5;0;4.1;9
1925;97;5;0;3.6;9
1926;97;4;0;2.2;9
1927;97;4;0;2.6;9
1928;97;4;0;3;9
1929;97;4;0;3.6;9
1930;97;3;0;1.6;9
1931;97;6;0;4.9;9
1932;97;4;0;2.6;9
1933;97;7;0;6.2;9
1934;97;6;0;5.5;9
1935;97;5;0;4.3;9
1936;97;5;0;3.3;9
1937;98;3;0;5.8;25
1938;98;4;1;5.9;25
1939;98;4;0;4.9;25
1940;98;6;1;5.3;25
1941;98;5;1;6.7;25
1942;98;7;1;6.4;25
1943;98;5;0;6.1;25
1944;98;5;1;7.1;25
1945;98;5;0;4.6;25
1946;98;3;0;5.7;25
1947;98;5;1;7.2;25
1948;98;6;1;8.2;25
1949;98;6;0;5.6;25
1950;98;5;1;7.3;25
1951;98;6;1;6.5;25
1952;98;5;0;5.5;25
1953;98;4;1;6.7;25
1954;98;4;1;6.1;25
1955;98;7;1;6.8;25
1956;98;5;1;7.2;25
1957;98;6;1;6.5;25
1958;99;5;0;3.4;21
1959;99;5;0;5.1;21
1960;99;3;0;3.5;21
1961;99;5;0;3.8;21
1962;99;5;1;4.5;21
1963;99;4;1;4.2;21
1964;99;6;0;5.3;21
1965;99;6;1;6.2;21
1966;99;5;1;5.2;21
1967;99;5;1;8;21
1968;99;4;0;4.4;21
1969;99;6;1;7.4;21
1970;99;4;0;4.1;21
1971;99;5;0;5;21
1972;99;4;1;5.8;21
1973;99;5;0;4.4;21
1974;99;3;0;2.9;21
1975;99;4;0;3.5;21
1976;99;5;1;5.4;21
1977;99;5;1;5.9;21
1978;99;5;0;4.6;21
1979;99;5;0;4.8;21
1980;99;5;0;4.2;21
1981;100;5;0;3.9;7
1982;100;6;0;3.7;7
1983;100;7;1;6.1;7
1984;100;3;0;1.7;7
1985;100;7;1;5.9;7
1986;100;7;1;6.1;7
1987;100;7;0;4.3;7
1988;100;5;0;3.9;7
1989;100;5;0;1.1;7
1990;100;5;0;1.4;7
1991;100;5;0;1.9;7
1992;100;6;1;4.9;7
1993;100;7;1;6.5;7
1994;100;5;1;3.7;7
1995;100;5;1;5.2;7
1996;100;4;1;4.3;7
1997;100;4;0;2.6;7
1998;100;8;1;6.7;7
1999;100;5;0;2.9;7
2000;100;9;0;5.3;7
